canonical_id,canonical_name,variant_name,variant_id,root,lang,meaning_en,meaning_ja,confidence,relation,reasoning,similarity_candidates
88,Travessa Karina,Travessa Karina,123,unknown,unknown,,,0.1,different,"The unknown toponym 'Travessa Karina' does not share any phonetic similarity or known root with the provided candidates. The candidates such as 'Travessa Gurupá', 'Travessa Alenquer', and 'Travessa Sétima' do not exhibit any phonetic or root-based connection to 'Karina'. Additionally, there is no indication of a water-related root or historical transformation that would link 'Karina' to these candidates. The language origin of 'Karina' is also unclear, and it does not appear to be a typical Portuguese or Tupi-derived name. Therefore, it is classified as 'different' with low confidence due to lack of information.",4
89,Travessa Lira Júnior,Travessa Lira Júnior,124,unknown,por,"Travessa refers to a small street or alley, and Lira Júnior is likely a personal name.",Travessaは小道や路地を指し、Lira Júniorはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Lira Júnior' does not share significant phonetic similarity or root commonality with the provided candidates. Both 'Travessa José Joaquim da Silva Júnior' and 'Travessa Gurupá' are distinct in terms of personal names and potential geographic or cultural significance. 'Travessa' indicates a type of street, which is common in Portuguese naming conventions, but the personal names 'Lira Júnior' and 'José Joaquim da Silva Júnior' do not suggest a shared origin or historical connection. Additionally, there is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. Therefore, the relation is determined to be 'different' with low confidence due to lack of substantial evidence.",2
90,Travessa Manoel Gonçalves,Travessa Manoel Gonçalves,125,unknown,por,"Travessa refers to a small street or alley, and Manoel Gonçalves is likely a personal name.",Travessaは小道や路地を指し、Manoel Gonçalvesはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Manoel Gonçalves' and the candidates 'Travessa Gurupá' and 'Travessa Frutuoso Guimarães' show no significant phonetic similarity or shared roots. 'Travessa' is a common term for a small street or alley in Portuguese, and both 'Manoel Gonçalves' and 'Frutuoso Guimarães' are likely personal names, indicating no shared geographical or historical context. Additionally, there are no water-related roots present in any of the names, and the language system is clearly Portuguese. Therefore, the relation is determined to be 'different' with low confidence due to the lack of substantial connections.",2
91,Travessa Mercantil,Travessa Mercantil,126,unknown,por,Mercantile Alley,商業の小道,0.2,different,"The unknown toponym 'Travessa Mercantil' does not share phonetic similarity or root commonality with any of the provided candidates. The candidates are primarily named after ordinal numbers or locations, whereas 'Mercantil' suggests a commercial or mercantile origin. There is no indication of water-related roots such as 'igarape', 'lagoa', or 'rio'. The language system is identified as Portuguese, consistent with the naming convention of alleys (Travessa) in Brazil. Given the lack of phonetic or semantic overlap, the relation is determined to be 'different' with low confidence due to the absence of direct matches.",4
92,Travessa Mário Barros,Travessa Mário Barros,127,unknown,por,"Travessa refers to a small street or alley, and Mário Barros is likely a personal name.",Travessaは小さな通りや路地を指し、Mário Barrosはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Mário Barros' and the similar candidates all share the prefix 'Travessa', indicating they are small streets or alleys. However, the personal names following 'Travessa' are different in each case, suggesting they are distinct entities named after different individuals. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is identified as Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same toponym.",4
93,Travessa Plácido S. Pinto,Travessa Plácido S. Pinto,128,unknown,por,"Travessa refers to a small street or alley, and Plácido S. Pinto is likely a personal name.",Travessaは小さな通りや路地を指し、Plácido S. Pintoはおそらく人名です。,0.2,different,1. 音韻的類似性: 'Travessa Plácido S. Pinto'と'Frutuoso Guimarães'の間に音韻的類似性は見られない。2. 語根・語幹の共通性: 両者ともに個人名を含むが、共通の語根はない。3. 地理的妥当性: アマゾン流域の地名としての関連性は不明。4. 言語系統: 両者ともポルトガル語に由来する。5. 歴史的変遷: 歴史的な地名変遷の影響は見られない。水関連語根は含まれていないため、地名としての関連性は低い。,1
94,Travessa Resende Júnior,Travessa Resende Júnior,129,unknown,por,"Travessa refers to a small street or alley, and Resende Júnior is likely a personal name.",Travessaは小道や路地を指し、Resende Júniorはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Resende Júnior' and the similar candidates all share the structure of 'Travessa' followed by a personal name, indicating they are likely street names. However, there is no phonetic similarity or shared root that suggests they are variations of the same name. The language is identified as Portuguese, and there is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. Therefore, the relation is determined to be 'different' with low confidence due to the lack of distinctive features.",4
95,Travessa Roseli Paiva,Travessa Roseli Paiva,130,unknown,por,"Travessa refers to a small street or alley, and Roseli Paiva is likely a personal name.",Travessaは小さな通りや路地を指し、Roseli Paivaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Roseli Paiva' and the similar candidates 'Travessa Frutuoso Guimarães' and 'Travessa Manoel Gonçalves' share the common element 'Travessa', indicating a type of street or alley. However, the personal names 'Roseli Paiva', 'Frutuoso Guimarães', and 'Manoel Gonçalves' are distinct, suggesting different individuals. There is no indication of water-related roots or significant phonetic similarity beyond the shared street type. The language is identified as Portuguese, and there is no historical or geographical evidence to suggest these are variations of the same toponym. Therefore, the relation is determined to be 'different' with low confidence due to the lack of distinctive features.",2
96,Travessa Wargner Tabosa,Travessa Wargner Tabosa,131,unknown,por,"Travessa refers to a small street or alley, and Wargner Tabosa is likely a personal name.",Travessaは小さな通りや路地を指し、Wargner Tabosaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Wargner Tabosa' does not share significant phonetic similarity or root commonality with the provided candidates. All candidates are personal names prefixed by 'Travessa', indicating small streets or alleys. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language system is Portuguese, consistent with the naming convention of streets in Brazil. Given the lack of phonetic or root similarity, and the absence of water-related terms, the relation is determined to be 'different' with low confidence.",4
97,Travessa Wilson Guimarães,Travessa Wilson Guimarães,132,unknown,por,"Travessa refers to a small street or alley, and Wilson Guimarães is likely a personal name.",Travessaは小さな通りや路地を指し、Wilson Guimarãesはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Wilson Guimarães' and the similar candidates all share the term 'Travessa', indicating they are small streets or alleys. However, the personal names 'Wilson Guimarães', 'Frutuoso Guimarães', 'Agostinho Cardoso da Silva', and 'Manoel Gonçalves' are distinct, suggesting different individuals or families. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same toponym. Therefore, they are considered different.",3
98,Travessa da Igreja,Travessa da Igreja,133,unknown,unknown,Street of the Church,教会の通り,0.2,different,"The toponym 'Travessa da Igreja' translates to 'Street of the Church' in English, indicating a likely reference to a street near a church. The candidates 'Travessa Karina' and 'Travessa Gurupá' do not share phonetic similarities or common roots with 'Travessa da Igreja'. Additionally, there is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The language system is likely Portuguese, given the structure and meaning, but this does not align with the candidates, which have unknown roots and meanings. Therefore, the relation is determined to be 'different' with low confidence due to lack of shared characteristics.",2
99,Travessa da Praça,Travessa da Praça,134,unknown,por,Alley of the Square,広場の小道,0.2,different,"The unknown toponym 'Travessa da Praça' translates to 'Alley of the Square' in Portuguese, indicating it is a common street name rather than a water-related feature. The candidates provided do not share phonetic similarity or a common root with 'Travessa da Praça'. The candidates are also not related to water features, which is a key focus for this analysis. Therefore, the relation is determined to be 'different' with low confidence due to lack of phonetic or semantic overlap.",5
32,Rua Rio das Flores,Travessa das Flores,135,rio,por,Street of the River of Flowers,花の川の通り,0.2,different,音韻的類似性は低く、'Travessa das Flores'と'Rua Rio das Flores'は異なる地名である可能性が高い。'Rua Rio das Flores'は水関連語根'rio'を含むが、'Travessa das Flores'には水関連語根が含まれていない。言語系統はどちらもポルトガル語であるが、地理的妥当性や歴史的変遷の観点からも直接的な関連性は見られない。,2
100,Travessa Dom Bosco,Travessa Dom Bosco,136,unknown,por,"Travessa refers to a small street or alley, and Dom Bosco is likely a reference to a historical or religious figure.",Travessaは小道や路地を指し、Dom Boscoは歴史的または宗教的な人物を指す可能性があります。,0.2,different,"The unknown toponym 'Travessa Dom Bosco' does not share phonetic similarity or common roots with the provided candidates 'Travessa Gurupá' and 'Travessa Manoel Gonçalves'. The term 'Travessa' is a common Portuguese word for a small street or alley, and 'Dom Bosco' likely refers to a historical or religious figure, which is a common naming convention in Portuguese-speaking regions. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language system is identified as Portuguese ('por'), and there is no historical or phonetic evidence to suggest a connection with the candidates. Therefore, the relation is determined as 'different' with low confidence due to lack of substantial evidence.",2
101,Travessa Princesa Isabel,Travessa Princesa Isabel,137,unknown,por,"Travessa refers to a small street or alley, and Princesa Isabel is likely a historical or personal name.",Travessaは小道や路地を指し、Princesa Isabelは歴史的または個人名である可能性があります。,0.2,different,"The unknown toponym 'Travessa Princesa Isabel' shares the term 'Travessa' with all the candidates, indicating a type of street or alley, which is common in Portuguese naming conventions. However, the specific names following 'Travessa' are distinct personal or historical names, with no phonetic similarity or shared roots with 'Princesa Isabel'. There is no indication of water-related roots or geographical features that would suggest a commonality beyond the street type. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same name.",5
102,Travessa Joaquim Bulhosa,Travessa Joaquim Bulhosa,138,unknown,por,"Travessa refers to a small street or alley, and Joaquim Bulhosa is likely a personal name.",Travessaは小道や路地を指し、Joaquim Bulhosaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Joaquim Bulhosa' and the similar candidates all share the term 'Travessa', indicating they are small streets or alleys. However, the personal names 'Joaquim Bulhosa', 'Manoel Gonçalves', 'Frutuoso Guimarães', and 'Major Joaquim Távora' are distinct, suggesting they refer to different individuals. There is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The language is Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same toponym. Therefore, they are considered different.",3
103,Travessa Leonardo Taváres,Travessa Leonardo Taváres,139,unknown,por,"Travessa refers to a small street or alley, and Leonardo Taváres is likely a personal name.",Travessaは小道や路地を指し、Leonardo Taváresはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Leonardo Taváres' does not share significant phonetic similarity or common roots with any of the provided candidates. The candidates are primarily named after personal names, and there is no indication of water-related roots such as 'igarapé', 'lagoa', or 'rio'. The language system is identified as Portuguese, consistent with the naming convention of streets in Brazil. Given the lack of phonetic or root-based similarity, the relation is determined to be 'different' with low confidence.",4
104,Travessa Joso Taváres,Travessa Joso Taváres,140,unknown,unknown,"Travessa refers to a small street or alley, Joso Taváres is likely a personal name.",Travessaは小道や路地を指し、Joso Taváresはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Joso Taváres' does not share phonetic similarity or common roots with the provided candidates. The candidates do not contain water-related roots such as 'igarapé', 'rio', or 'lagoa'. The name 'Travessa Joso Taváres' appears to be a street name with a personal name, which is common in Portuguese naming conventions. There is no indication of historical or linguistic transformation linking it to the candidates.",3
105,Travessa Mario Dias,Travessa Mario Dias,141,unknown,por,"Travessa Mario Dias likely refers to a small street or alley named after a person, Mario Dias.",Travessa Mario Diasは、おそらく人名であるマリオ・ディアスにちなんで名付けられた小道または路地を指します。,0.3,different,"The unknown toponym 'Travessa Mario Dias' shares the structure 'Travessa' with candidates 2, 3, and 4, indicating a small street or alley. However, the personal name 'Mario Dias' does not match any of the candidates closely enough to suggest a variant spelling or historical change. The candidate 'Ramal Porto Dias' shares the surname 'Dias' but is associated with 'Porto', indicating a different context and meaning. There is no indication of a water-related root in 'Travessa Mario Dias', and it is identified as a Portuguese language toponym. The confidence is low due to the lack of strong phonetic or historical ties to the candidates.",4
106,Travessa Nivaldo Gonzaga,Travessa Nivaldo Gonzaga,142,unknown,por,"Travessa refers to a small street or alley, and Nivaldo Gonzaga is likely a personal name.",Travessaは小さな通りや路地を指し、Nivaldo Gonzagaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Nivaldo Gonzaga' does not share significant phonetic similarity or common roots with the provided candidates. All candidates are personal names combined with 'Travessa', indicating small streets or alleys, which is a common naming convention in Portuguese. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language system is identified as Portuguese due to the use of 'Travessa' and personal names. Given the lack of phonetic or root similarity, and the absence of water-related terms, the relation is determined to be 'different' with low confidence.",4
107,Travessa Leão II,Travessa Leão II,143,unknown,por,Alley named after Leão II,レオンIIにちなんだ小道,0.2,different,"The unknown toponym 'Travessa Leão II' does not share significant phonetic similarity or root commonality with any of the provided candidates. The candidates are all alleys (Travessa) but have different names that do not suggest a common root or historical connection. The name 'Leão II' appears to be a proper noun, possibly a person's name or a reference to a historical or cultural figure, which does not align with the names of the candidates. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is identified as Portuguese due to the structure 'Travessa'. The confidence level is low due to the lack of substantial connections.",4
108,Travessa Murubira,Travessa Murubira,144,unknown,unknown,unknown,不明,0.2,different,"Travessa Murubiraと類似候補のTravessa GurupáおよびTravessa Alenquerは、音韻的類似性が低く、語根や語幹の共通性も見られない。特に水関連語根（igarapé, lagoa, rio等）も含まれていないため、地理的妥当性や言語系統の識別も困難である。したがって、これらの地名は明確に異なると判断される。",2
20,Rua Beira Rio,Vila Rio,145,rio,por,Village by the River,川沿いの村,0.6,similar,"The unknown toponym 'Vila Rio' shares the root 'rio' with the candidates, indicating a common theme related to rivers. However, 'Vila' (village) and 'Rua' (street) suggest different types of locations, leading to a 'similar' classification. The candidates are all related to streets by rivers, while 'Vila Rio' implies a village setting. The language is consistent with Portuguese, and the geographical context of being near a river is common in the Amazon basin.",8
41,Travessa Três,Travessa Terceira,146,unknown,por,"Travessa means 'crossing' or 'alley' in Portuguese, and Três means 'three'. This is likely a street or path name rather than a water-related toponym.",Travessaはポルトガル語で「交差点」または「小道」を意味し、Trêsは「三」を意味します。これは水関連の地名ではなく、通りや道の名前である可能性が高いです。,0.85,same,"The unknown toponym 'Travessa Terceira' and the candidate 'Travessa Três' share a similar structure and meaning in Portuguese, where 'Terceira' means 'third' and 'Três' means 'three'. Both are likely street or path names, not water-related toponyms. The high confidence in the second candidate suggests a strong similarity, and the language and context align well.",5
109,Travessa Norte Sul,Travessa Norte Sul,147,unknown,por,Street of the North South,北南通り,0.2,different,"The unknown toponym 'Travessa Norte Sul' translates to 'Street of the North South' in English, indicating a directional or geographical reference rather than a water-related feature. The candidates provided, such as 'Travessa Rio Grande do Norte' and 'Rua Rio Grande do Sul', contain the root 'rio', which is a water-related term meaning 'river'. However, 'Travessa Norte Sul' does not share this root or any other water-related root. Additionally, the directional terms 'Norte' and 'Sul' are common in Portuguese toponymy for indicating orientation and do not suggest a water-related feature. Therefore, the relation is determined to be 'different' with a low confidence due to the lack of shared roots or significant phonetic similarity.",6
110,Travessa Monte Alegre,Travessa Monte Alegre,148,unknown,unknown,"The name 'Travessa Monte Alegre' does not contain any recognizable water-related root or element. 'Travessa' indicates a type of street or alley in Portuguese, and 'Monte Alegre' likely refers to a 'happy mountain' or a place name, not directly related to water.",「Travessa Monte Alegre」という名前には、水関連の語根や要素は含まれていません。「Travessa」はポルトガル語で通りや小道を示し、「Monte Alegre」は「楽しい山」または地名を指す可能性があり、水とは直接関係ありません。,0.2,different,"The unknown toponym 'Travessa Monte Alegre' does not share phonetic similarity or root commonality with any of the provided candidates. The term 'Travessa' is common in all names, indicating a street or alley, but 'Monte Alegre' does not align with any known water-related roots or elements. The candidates mostly involve personal names or other non-water-related terms, and there is no historical or linguistic evidence suggesting a connection to water-related features. Therefore, it is classified as 'different' with low confidence due to lack of specific water-related context.",6
3,Avenida Rio Branco,Praça Barão do Rio Branco,149,rio,por,"Avenue of the White River, where 'Rio' means 'river' and 'Branco' means 'white'.",白い川の大通り。「Rio」はポルトガル語で「川」、「Branco」は「白」を意味します。,0.7,similar,"The unknown toponym 'Praça Barão do Rio Branco' shares the root 'rio' with the candidates, indicating a connection to a river. The term 'Barão' (Baron) suggests a historical or honorific naming, which is common in Brazilian toponyms. The presence of 'Rio Branco' in both the unknown and candidate toponyms suggests a thematic similarity, but the specific designation as a 'Praça' (square) versus 'Avenida' (avenue) or 'Travessa' (crossing) indicates a different type of location. The confidence is moderate due to the shared root and thematic elements, but the different type of place suggests they are not the same.",9
111,Travessa Nossa Senhora do Perpétuo Socorro,Travessa Nossa Senhora do Perpétuo Socorro,150,unknown,por,"Travessa refers to a small street or alley, and Nossa Senhora do Perpétuo Socorro refers to Our Lady of Perpetual Help, a religious figure.",Travessaは小道や路地を指し、Nossa Senhora do Perpétuo Socorroは宗教的な人物である「常に助けを与える聖母」を指します。,0.2,different,"The unknown toponym 'Travessa Nossa Senhora do Perpétuo Socorro' and the similar candidates are all named after individuals or religious figures, with 'Travessa' indicating a small street or alley. There is no phonetic similarity or shared root with water-related terms like 'igarapé', 'rio', or 'lagoa'. The language system is Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same toponym. Therefore, they are considered different.",5
43,Travessa Sétima,Travessa Nona,151,unknown,por,Ninth Alley,第九小路,0.7,similar,"The unknown toponym 'Travessa Nona' shares a structural similarity with 'Travessa Sétima', both being named alleys with ordinal numbers in Portuguese. 'Nona' means 'ninth', while 'Sétima' means 'seventh'. This suggests a pattern of naming alleys after ordinal numbers, which is common in urban planning. The phonetic similarity is moderate, and both are in Portuguese, indicating a similar naming convention rather than a direct match. There is no indication of water-related roots in 'Travessa Nona', and it does not align with any known water-related toponyms in the Amazon region.",4
112,Travessa dos Pescadores,Travessa dos Pescadores,152,unknown,por,Path of the Fishermen,漁師の小道,0.2,different,"The unknown toponym 'Travessa dos Pescadores' translates to 'Path of the Fishermen' in English, indicating a likely cultural or occupational reference rather than a geographical or hydrological one. The similar candidates 'Travessa da Lagoa' and 'Travessa do Lago' both contain the root 'lagoa', which refers to a lagoon or lake, suggesting a water-related geographical feature. However, 'Pescadores' does not share this root and instead refers to fishermen, which is a distinct concept. The other candidates do not share significant phonetic or semantic similarities with 'Pescadores'. Therefore, the relation is determined to be 'different' with a low confidence due to the lack of shared roots or significant phonetic similarity.",6
113,Travessa Quinze de Agosto,Travessa Quinze de Agosto,153,unknown,por,Fifteenth of August Alley,8月15日横丁,0.2,different,"The unknown toponym 'Travessa Quinze de Agosto' translates to 'Fifteenth of August Alley' in Portuguese, indicating a street or path. It shares a structural similarity with other 'Travessa' names, which are common street names in Portuguese-speaking regions. However, it does not share a specific water-related root with any of the candidates. The candidates are also named after ordinal numbers or dates, which is a common naming convention for streets but does not imply a direct relation to water bodies. Therefore, the relation is determined to be 'different' due to the lack of a shared water-related root and the low confidence in phonetic similarity.",5
114,Travessa Alferes Ezequiel Miranda,Travessa Alferes Ezequiel Miranda,154,unknown,por,"Travessa refers to a small street or alley, and Alferes Ezequiel Miranda is likely a personal name.",Travessaは小さな通りや路地を指し、Alferes Ezequiel Mirandaはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Alferes Ezequiel Miranda' and the similar candidates are all street names, likely named after individuals. There is no phonetic similarity or shared root with the candidates, and no water-related root is present. The language system is Portuguese, and the toponym does not appear to have historical changes or water-related significance. Therefore, it is considered different from the candidates.",6
115,Travessa da Creche,Travessa da Creche,155,unknown,por,Alley of the Nursery,保育園の小道,0.2,different,"The unknown toponym 'Travessa da Creche' translates to 'Alley of the Nursery' in English, indicating a Portuguese origin. None of the similar candidates share a common root or meaning related to 'Creche'. The candidates are named after different entities or numbers, such as 'Gurupá', 'Alenquer', and 'Sétima', which do not relate to 'Creche'. There is no indication of water-related roots or historical changes that would link 'Travessa da Creche' to any of the candidates. Therefore, it is considered a different toponym.",5
116,Travessa Batista Campos,Travessa Batista Campos,156,unknown,por,"Travessa refers to a small street or alley, and Batista Campos is likely a personal name.",Travessaは小さな通りや路地を指し、Batista Camposはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Batista Campos' shares the prefix 'Travessa' with all the candidates, indicating a type of street or alley, which is common in Portuguese naming conventions. However, the specific names 'Batista Campos', 'Manoel Gonçalves', 'Campos Sales', 'Murubira', 'Gurupá', 'Karina', and 'Joaquim Bulhosa' do not show phonetic similarity or historical linkage. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is identified as Portuguese, and the confidence level is low due to the lack of distinctive phonetic or historical connections.",6
117,Travessa Vinte e Seis,Travessa Vinte e Seis,157,unknown,por,Street Twenty-Six,通り26,0.2,different,"The toponym 'Travessa Vinte e Seis' translates to 'Street Twenty-Six' in English, indicating a naming convention based on numbers rather than geographical or hydrological features. The similar candidates 'Travessa Vinte e Dois' and 'Travessa Vinte e Quatro' also follow this numerical naming pattern, translating to 'Street Twenty-Two' and 'Street Twenty-Four' respectively. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language system is clearly Portuguese, and there is no historical or phonetic evidence suggesting these are variations of the same toponym. Therefore, the relation is determined to be 'different' with low confidence due to the lack of distinctive features beyond numerical naming.",2
118,Travessa Vinte e Sete,Travessa Vinte e Sete,158,unknown,por,Street Twenty-Seven,通り二十七,0.2,different,"The toponym 'Travessa Vinte e Sete' is a street name in Portuguese, meaning 'Street Twenty-Seven'. The similar candidates 'Travessa Vinte e Dois' and 'Travessa Vinte e Quatro' are also street names, meaning 'Street Twenty-Two' and 'Street Twenty-Four' respectively. These names are part of a numerical street naming system and do not share a specific water-related root or historical linguistic transformation. The similarity is purely numerical and ordinal, not phonetic or etymological. Therefore, they are considered different toponyms with no significant linguistic or geographical connection beyond being part of a street numbering system.",2
119,Travessa Vinte e Oito,Travessa Vinte e Oito,159,unknown,por,Street Twenty-Eight,通り二十八,0.2,different,"The unknown toponym 'Travessa Vinte e Oito' and the similar candidates 'Travessa Vinte e Dois' and 'Travessa Vinte e Quatro' share a common structure as street names with numerical identifiers in Portuguese. However, the numerical components differ, indicating distinct street names rather than variations of the same name. There is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The language system is clearly Portuguese, and there is no historical evidence suggesting these are variations of the same name. Therefore, they are considered different.",2
120,Travessa Trinta e Quatro,Travessa Trinta e Quatro,160,unknown,por,Street Thirty-Four,通り三十四,0.2,different,"The unknown toponym 'Travessa Trinta e Quatro' and the candidate 'Travessa Vinte e Quatro' share a structural similarity as both are street names in Portuguese, indicating ordinal numbers. However, they differ in the specific number, which suggests they are distinct entities. There is no indication of water-related roots such as 'igarape', 'rio', or 'lagoa'. The language system is clearly Portuguese, and there is no historical or phonetic evidence to suggest they are the same or similar beyond the structural naming convention. The confidence level is low due to the lack of additional contextual information.",1
121,Travessa Trinta e Dois,Travessa Trinta e Dois,161,unknown,por,Street Thirty-Two,通り三十二,0.2,different,"1. 音韻的類似性：'Trinta e Dois'と'Vinte e Dois'は音韻的に異なる。数字部分が異なるため、音韻的類似性は低い。
2. 語根・語幹の共通性：'Travessa'は共通しているが、これは一般的な通りを示す語であり、特定の地名を示すものではない。
3. 地理的妥当性：アマゾン流域における地名としての妥当性は不明。水関連語根が含まれていないため、特定の地理的特徴を示すものではない。
4. 言語系統：ポルトガル語であり、植民地時代の影響を受けた一般的な地名の一部。
5. 歴史的変遷：特に歴史的変遷を示す要素は見当たらない。",1
122,Travessa Trinta e Um,Travessa Trinta e Um,162,unknown,por,Thirty-One Alley,31番目の小道,0.2,different,"The toponym 'Travessa Trinta e Um' translates to 'Thirty-One Alley' in English, indicating it is likely a street or path rather than a water-related feature. The term 'Travessa' is Portuguese for 'alley' or 'cross street', and 'Trinta e Um' means 'thirty-one'. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest a connection to other known toponyms in the Amazon basin. Therefore, it is classified as 'different' with a low confidence due to the lack of similar candidates for comparison.",0
123,Travessa Trinta e Seis,Travessa Trinta e Seis,163,unknown,por,Thirty-Sixth Alley,第三十六小路,0.9,different,"The toponym 'Travessa Trinta e Seis' translates to 'Thirty-Sixth Alley' in English, indicating it is a street name rather than a water-related geographical feature. The term 'Travessa' is Portuguese for 'alley' or 'side street', and 'Trinta e Seis' means 'thirty-six'. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence suggesting a connection to any known water-related toponyms in the Amazon basin. Therefore, it is classified as 'different' with a high confidence level.",0
64,Travessa Dez,Travessa Décima,164,unknown,por,Tenth Alley,第十小路,0.95,same,"The unknown toponym 'Travessa Décima' and the candidate 'Travessa Dez' both translate to 'Tenth Alley' in Portuguese. The primary difference is the use of the word 'Décima' (feminine form) versus 'Dez' (masculine form), which is a common variation in Portuguese street naming conventions. There is no indication of water-related roots, and both are consistent with Portuguese language conventions. The high confidence is due to the direct translation and commonality in naming conventions.",5
124,Travessa Décima Quarta,Travessa Décima Quarta,165,unknown,por,Fourteenth Crossroad,第十四横道,0.9,different,"The unknown toponym 'Travessa Décima Quarta' translates to 'Fourteenth Crossroad' in Portuguese. It shares the structure 'Travessa' with all the candidates, indicating a street or path rather than a water-related feature. The candidates are numbered differently, indicating distinct entities. There is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and the numbering suggests a systematic naming convention typical in urban settings, not related to historical or geographical changes in the Amazon region.",5
125,Travessa Décima Terceira,Travessa Décima Terceira,166,unknown,por,Thirteenth Crossroad,第十三横道,0.9,different,"The unknown toponym 'Travessa Décima Terceira' translates to 'Thirteenth Crossroad' in Portuguese, indicating a street or path rather than a water-related feature. The similar candidates are also street names, such as 'Travessa Décima Segunda' (Twelfth Crossroad) and 'Travessa Três' (Third Crossroad). These names follow a numerical sequence pattern common in urban planning, suggesting they are part of a grid system rather than natural features. There is no indication of water-related roots like 'igarapé', 'rio', or 'lagoa'. The language is clearly Portuguese, and there is no historical or phonetic evidence to suggest these are variations of the same name. Therefore, 'Travessa Décima Terceira' is considered different from the listed candidates.",5
126,Travessa Franklin Pereira,Travessa Franklin Pereira,167,unknown,por,"Travessa refers to a small street or alley, and Franklin Pereira is likely a personal name.",Travessaは小さな通りや路地を指し、Franklin Pereiraはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Franklin Pereira' shares the structure 'Travessa + Personal Name' with the similar candidates. However, there is no phonetic similarity or shared root with any of the candidates. All candidates are likely personal names, and there is no indication of water-related roots. The language is identified as Portuguese, and there is no historical or geographical evidence suggesting a connection to the Amazon basin's water-related toponyms.",4
127,Travessa Francisco Ribeiro,Travessa Francisco Ribeiro,168,unknown,por,"Travessa refers to a small street or alley, and Francisco Ribeiro is likely a personal name.",Travessaは小道や路地を指し、Francisco Ribeiroはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Francisco Ribeiro' shares the structure of a 'Travessa' followed by a personal name, similar to the candidates. However, there is no phonetic similarity or shared root with any of the candidates. The name 'Francisco Ribeiro' is distinct from the other personal names listed. There is no indication of a water-related root, and the language is identified as Portuguese. Given the lack of phonetic or root similarity, the relation is determined to be 'different' with low confidence.",5
128,Travessa Martinho Pinto,Travessa Martinho Pinto,169,unknown,por,"Travessa refers to a small street or alley, and Martinho Pinto is likely a personal name.",Travessaは小さな通りや路地を指し、Martinho Pintoはおそらく人名です。,0.2,different,"The unknown toponym 'Travessa Martinho Pinto' and the similar candidates all share the structure of 'Travessa' followed by a personal name, which is common in Portuguese naming conventions for streets and alleys. However, there is no specific phonetic similarity or shared root that indicates they are variations of the same name. Additionally, there is no indication of water-related roots such as 'igarapé', 'rio', or 'lagoa'. Therefore, the relation is determined to be 'different' with low confidence due to the lack of distinctive features or historical changes linking them.",5
